0|,|852 328 697 538 142 355 582 800 728 4 647 169 750 703 488 82 487 693 852 328 697 582 809 538 729 327 194 79 728 478 333 832 47 
1|,|380 358 343 654 171 832 47 832 690 693 48 563 380 609 532 50 470 651 693 380 434 343 832 47 693 256 514 569 231 113 256 
2|,|751 335 834 582 717 583 585 693 623 328 107 380 698 808 549 14 455 415 381 
3|,|623 328 649 582 488 12 578 623 538 382 382 265 363 832 424 389 693 91 785 414 78 571 693 374 698 338 266 521 5 415 381 439 173 257 642 493 149 13 177 722 265 14 381 693 48 328 380 834 380 654 532 50 386 832 47 693 256 514 10 231 113 256 
4|,|83 293 398 797 382 363 145 424 693 698 800 691 693 731 700 243 165 317 846 693 852 328 355 382 488 12 591 487 693 506 330 91 400 321 695 698 646 750 669 730 381 
5|,|623 328 305 461 204 842 750 160 107 837 14 177 415 414 693 740 328 697 661 149 338 266 14 177 415 381 
6|,|380 741 200 737 439 73 834 809 809 654 556 698 448 290 693 256 514 569 231 118 3 693 48 54 419 571 769 256 524 439 328 514 380 172 320 257 363 399 842 698 493 566 266 177 415 106 521 381 693 700 384 261 7 
7|,|597 714 328 697 382 698 422 259 693 158 56 79 328 697 68 539 582 617 233 306 162 498 289 554 232 405 
8|,|48 305 461 312 439 740 204 698 177 415 832 14 381 693 623 328 520 66 557 86 675 657 380 498 104 289 442 415 617 823 
9|,|380 129 514 569 231 113 256 693 91 382 556 134 227 382 327 622 351 761 777 204 779 374 556 698 313 66 38 
10|,|48 328 328 380 172 809 192 497 380 172 716 854 618 380 172 399 552 698 494 504 14 165 415 45 693 623 328 765 172 268 693 256 514 437 463 852 615 138 
11|,|447 538 716 439 623 160 380 419 543 717 352 698 548 303 754 240 480 818 39 535 754 240 711 693 601 367 601 240 832 711 641 779 431 768 177 415 381 693 453 41 698 338 266 521 177 495 381 693 31 155 653 399 842 698 776 266 116 71 408 321 177 381 693 380 797 809 380 654 439 380 834 71 413 20 345 693 700 514 569 231 113 256 329 113 328 538 382 439 724 328 355 382 698 818 382 327 405 514 
12|,|328 355 661 698 548 445 142 446 294 361 120 807 519 145 758 535 779 338 266 14 177 253 381 693 453 537 698 285 809 521 279 177 415 381 693 623 471 399 328 38 145 145 571 389 693 667 221 399 36 117 662 195 543 693 177 415 14 
13|,|828 328 419 571 769 256 524 381 328 781 172 320 19 363 399 842 698 689 504 338 811 177 415 845 521 381 100 700 132 662 261 7 693 256 514 256 398 582 95 442 415 651 623 34 138 693 548 39 51 344 421 
14|,|266 380 172 171 54 669 512 233 514 569 775 220 770 254 693 380 834 809 343 809 162 556 698 832 47 693 637 724 320 623 328 777 382 382 363 387 424 389 693 38 582 382 363 170 490 607 693 777 162 498 378 289 405 
15|,|48 328 545 784 856 374 698 494 452 160 493 526 266 437 521 177 675 381 571 700 243 395 
16|,|623 328 357 371 634 59 487 160 242 357 98 145 755 404 832 122 693 814 328 355 661 783 842 602 700 132 7 827 521 734 177 75 640 782 534 660 39 445 528 270 693 667 221 380 136 698 338 266 521 693 177 540 381 
17|,|522 380 398 248 540 698 335 429 266 437 416 177 832 14 381 693 777 151 582 809 48 39 740 204 809 305 461 204 439 411 204 399 842 146 474 162 498 289 415 381 
18|,|294 852 328 501 653 674 399 400 478 125 779 415 157 577 677 693 48 212 741 105 259 698 437 567 381 
19|,|48 581 697 538 661 265 851 393 628 494 640 493 338 266 425 177 415 381 410 693 440 243 395 176 693 91 502 842 201 169 477 709 381 
20|,|852 328 160 380 419 350 789 433 292 431 437 106 397 693 720 239 612 556 698 133 313 97 812 449 693 539 328 121 380 172 320 842 698 785 414 149 338 266 177 415 106 521 381 6 700 132 261 731 
21|,|774 328 305 443 34 523 328 411 204 809 26 215 549 728 122 693 127 328 380 522 842 698 493 338 266 177 832 539 14 381 764 693 561 1 21 433 624 660 207 51 39 156 693 380 172 740 737 532 50 693 556 58 54 823 34 299 138 351 761 693 657 332 654 732 301 791 282 753 654 556 698 432 449 693 380 834 581 809 343 809 654 556 713 832 47 693 729 514 569 231 4 34 138 
22|,|380 172 200 293 470 651 693 852 351 538 737 582 91 382 842 698 543 455 439 514 266 145 424 354 389 
23|,|623 442 697 661 530 401 122 503 267 488 12 591 487 811 852 328 538 582 617 228 478 162 829 169 82 405 78 477 
24|,|623 328 538 501 582 439 447 615 26 343 438 353 698 494 44 0 338 14 177 415 381 693 539 132 226 7 827 693 852 328 328 380 172 750 703 488 128 
25|,|48 328 380 172 501 187 696 192 145 380 698 14 221 177 415 381 693 380 136 637 272 698 313 326 432 449 177 415 693 256 514 731 231 113 256 
26|,|380 172 714 228 369 543 698 432 449 693 303 834 809 638 455 266 832 47 693 239 172 200 737 475 651 693 380 834 809 671 809 654 832 270 47 709 402 690 256 514 569 432 34 138 
27|,|229 104 328 461 524 398 368 550 328 458 382 363 145 61 389 693 623 328 697 355 434 439 328 380 172 320 842 54 338 280 831 177 415 106 381 693 380 172 360 380 654 439 380 834 832 47 256 690 693 256 488 569 231 251 113 256 
28|,|623 686 328 380 172 54 823 693 256 514 266 231 463 852 34 501 693 852 328 501 661 399 842 698 493 338 266 14 177 375 748 381 693 700 132 843 7 387 693 453 537 403 698 338 145 153 526 422 378 521 177 415 213 169 86 670 693 380 172 809 380 414 45 380 834 105 56 265 65 345 693 256 731 569 231 113 256 
29|,|623 328 697 538 375 842 237 569 856 266 304 415 807 251 298 273 7 693 453 537 698 437 521 177 415 80 402 852 518 328 515 355 582 91 382 842 698 397 225 439 514 266 145 627 389 
30|,|852 328 34 698 38 147 386 397 455 693 563 328 465 259 281 445 147 51 92 379 24 
31|,|458 721 545 718 856 374 671 160 582 414 22 493 338 266 590 521 177 293 381 693 582 717 132 851 7 827 
32|,|48 250 740 204 317 328 305 204 809 411 204 842 539 549 485 728 473 832 122 693 380 242 12 591 487 452 697 538 743 382 145 424 389 693 399 400 478 698 125 779 177 415 832 14 381 693 91 399 698 785 414 477 300 381 
33|,|545 784 163 636 439 764 328 17 609 256 851 636 698 785 414 369 691 493 655 693 91 399 698 477 559 177 158 
34|,|623 328 471 453 771 498 444 832 122 693 753 328 697 204 376 623 328 305 461 204 418 641 769 124 521 177 415 522 
35|,|411 204 128 14 177 415 621 600 235 206 209 672 488 830 
36|,|623 328 78 355 501 521 582 38 582 380 795 363 579 278 838 177 415 381 
37|,|48 328 740 204 698 498 289 269 415 381 693 623 328 697 382 698 514 408 382 282 363 145 424 766 
38|,|582 717 380 834 809 380 343 439 380 672 399 698 14 177 415 381 556 698 832 494 
39|,|48 328 788 380 172 12 49 201 270 50 386 338 266 626 415 106 521 381 693 700 132 261 389 7 
40|,|623 328 501 582 265 478 162 498 289 842 698 145 758 422 178 177 415 832 381 693 63 328 328 380 172 171 489 823 350 256 514 569 231 171 770 34 693 442 834 575 343 809 791 654 265 556 698 832 47 
41|,|328 545 784 856 374 809 107 380 809 328 380 320 640 19 363 667 419 571 769 256 524 374 842 698 494 504 785 414 493 338 266 473 165 233 521 381 693 700 132 156 7 
42|,|623 485 582 386 265 617 510 93 698 699 64 779 750 257 610 693 299 328 380 172 809 622 192 497 172 439 192 618 380 172 399 698 494 504 14 51 415 381 
43|,|48 328 290 380 524 109 809 852 328 160 523 808 842 698 504 503 338 320 521 786 415 381 761 693 700 278 674 395 176 693 742 374 809 471 399 402 477 300 381 
44|,|68 852 599 538 661 718 56 493 555 267 266 177 136 437 14 381 693 380 172 809 380 834 809 343 809 654 171 832 47 108 300 514 569 231 614 792 138 
45|,|511 328 697 809 355 661 371 363 809 328 380 172 553 19 363 809 784 856 374 842 698 494 504 20 338 266 177 816 675 277 521 381 363 700 243 320 176 693 501 290 518 654 313 128 470 532 
46|,|89 35 582 770 686 328 698 589 177 415 381 693 433 624 660 548 520 825 601 581 156 229 693 358 556 698 543 322 342 449 591 487 693 256 514 569 231 556 698 34 138 693 12 355 582 265 478 162 289 14 405 
47|,|501 382 2 17 508 382 593 430 424 516 386 256 426 693 426 776 532 787 138 693 623 667 355 582 380 834 399 163 698 261 408 439 149 244 266 177 415 832 90 381 
48|,|8 313 627 93 333 779 693 358 380 172 795 737 556 162 780 432 449 693 852 328 357 323 38 399 328 842 698 563 338 266 407 691 381 
49|,|48 328 328 380 172 175 453 537 320 842 698 532 386 809 424 526 386 521 269 415 374 179 417 395 176 693 192 497 172 171 832 47 
50|,|544 328 707 661 102 221 328 280 380 763 12 187 416 651 363 112 842 262 698 493 266 177 415 106 844 381 693 446 132 261 7 
51|,|737 380 522 698 290 160 548 520 361 39 240 711 709 49 392 240 711 338 266 177 397 488 832 14 381 693 623 328 615 579 302 12 789 487 
52|,|91 255 842 698 750 703 381 693 623 328 355 346 382 363 130 266 397 231 693 506 667 617 265 162 498 289 373 122 693 18 177 686 832 14 
53|,|641 328 697 848 698 569 856 266 14 171 144 381 693 700 132 300 273 605 693 753 698 437 780 177 415 80 693 229 56 205 328 305 461 204 398 809 365 550 328 458 382 145 424 40 
54|,|852 328 630 584 382 145 222 389 693 232 204 809 48 328 305 461 204 439 624 333 842 194 437 14 322 260 415 
